City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
577,Voi,KE,2023-01-19 22:19:44,-3.3945,38.563,70.41,90,75,4.03
578,Gravelbourg,CA,2023-01-19 22:19:45,49.8834,-106.5512,16.07,95,47,5.17
579,Kenora,CA,2023-01-19 22:19:45,49.8167,-94.4337,22.17,86,100,6.91
580,Huilong,CN,2023-01-19 22:19:46,31.8111,121.655,34.93,72,0,9.15
581,Coripata,BO,2023-01-19 22:19:46,-16.3,-67.6,70.29,63,89,3.29
582,Anchorage,US,2023-01-19 22:15:02,61.2181,-149.9003,34.2,84,100,9.22
583,Griffith,US,2023-01-19 22:19:47,41.5284,-87.4237,40.1,94,100,12.66
584,Mazagao,BR,2023-01-19 22:19:47,-0.115,-51.2894,80.65,88,88,3.78
585,Khrebtovaya,RU,2023-01-19 22:19:48,56.7032,104.2494,-35.99,100,100,2.46
586,Aginskoye,RU,2023-01-19 22:19:48,51.1,114.53,-19.52,96,100,0.67
587,Troitsko-Pechorsk,RU,2023-01-19 22:19:48,62.7084,56.1964,12.79,90,100,9.6
588,Tsabong,BW,2023-01-19 22:19:49,-26.0217,22.401,83.12,35,96,10.09
589,Teya,RU,2023-01-19 22:19:49,60.3778,92.6267,-21.95,95,100,6.31
590,Mujiayingzi,CN,2023-01-19 22:19:50,42.1167,118.7833,-1.57,58,0,5.79
591,Kropotkin,RU,2023-01-19 22:19:51,45.4375,40.5756,37.65,71,8,9.24
592,Omsukchan,RU,2023-01-19 22:19:51,62.5333,155.8,-31.67,96,100,5.66
593,Iisalmi,FI,2023-01-19 22:19:52,63.5592,27.1907,26.46,95,100,5.03
594,Suileng,CN,2023-01-19 22:19:52,47.25,127.0833,-16.35,89,100,9.93
595,Bad Wildungen,DE,2023-01-19 22:19:52,51.1196,9.1248,31.62,93,75,2.3
596,Qaqortoq,GL,2023-01-19 22:19:53,60.7167,-46.0333,25.93,92,100,2.84
597,Mechernich,DE,2023-01-19 22:19:53,50.6,6.65,33.12,84,98,5.95
598,Strezhevoy,RU,2023-01-19 22:19:54,60.7333,77.5889,-3.86,100,90,3.33
599,Catamarca,AR,2023-01-19 22:19:54,-28.4696,-65.7852,94.77,38,12,11.01
600,Canete,CL,2023-01-19 22:19:55,-37.8,-73.4,66.69,63,47,6.33
601,Laurinburg,US,2023-01-19 22:19:56,34.7741,-79.4628,73.36,65,100,16.11
602,Upata,VE,2023-01-19 22:19:56,8.0086,-62.3989,79.2,81,81,3.56
603,Khorramshahr,IR,2023-01-19 22:19:57,30.4397,48.1664,48.16,100,100,0.0
604,Anuradhapura,LK,2023-01-19 22:19:57,8.3565,80.4173,72.37,66,81,6.35
605,Chakradharpur,IN,2023-01-19 22:20:58,22.7,85.6333,56.61,63,0,1.81
606,Saint-Denis,FR,2023-01-19 22:20:58,48.9167,2.3333,36.75,94,75,8.05
607,Te Anau,NZ,2023-01-19 22:20:59,-45.4167,167.7167,57.47,92,100,3.36
608,Bella Vista,US,2023-01-19 22:20:59,36.4295,-94.2316,45.52,57,20,16.11
609,Kutum,SD,2023-01-19 22:21:00,14.2,24.6667,63.57,18,29,4.29
610,Haines Junction,CA,2023-01-19 22:21:00,60.7522,-137.5108,18.28,97,94,0.96
611,Riyadh,SA,2023-01-19 22:20:53,24.6877,46.7219,48.34,55,0,5.1
612,Carballo,ES,2023-01-19 22:21:01,43.213,-8.691,55.9,95,100,8.72
613,Amapa,BR,2023-01-19 22:21:01,1.0,-52.0,71.4,94,100,1.34
614,Vice,PE,2023-01-19 22:17:19,-5.4167,-80.7833,76.69,58,97,15.97
615,Makakilo City,US,2023-01-19 22:21:02,21.3469,-158.0858,80.35,66,0,8.05
616,Nuuk,GL,2023-01-19 22:21:03,64.1835,-51.7216,9.21,78,20,19.57
617,Angoche,MZ,2023-01-19 22:21:03,-16.2325,39.9086,77.52,87,81,5.12
618,Batesville,US,2023-01-19 22:21:04,35.7698,-91.641,52.21,41,0,10.0
619,Port Lincoln,AU,2023-01-19 22:18:41,-34.7333,135.8667,61.09,68,100,12.82
